Brand,Title,Rating,Author,Date,Review
Flixbus UK,So easy and straightforward to use.,5,,2024-10-07T13:36:34.000Z,
Flixbus UK,Such a great trip,5,,2024-10-07T13:24:43.000Z,
Flixbus UK,The trip was excellent and easy,5,,2024-10-07T10:24:43.000Z,"I needed a sudden urgent booking for a night trip, and getting it with my phone was easy. | The bus team was friendly and professional; the trip was excellent and easy."
Flixbus UK,booking,5,,2024-10-07T08:03:27.000Z,Ease of booking
Flixbus UK,Very competitive pricing given the…,5,,2024-10-07T07:31:44.000Z,Very competitive pricing given the quality of service provided.
Flixbus UK,These are the plus factors,4,,2024-10-07T07:27:43.000Z,"These are the plus factors | The punctuality of the departure and arrival times, the price is cheaper compared to other coaches and the drivers were friendly especially the ones from Bristol-Swansea (5.10.24 @ 5:35 pm). | However, the toilet (4.10.24 from Swansea @ 1:10 a.m) stinks. It needs deodorising considering it’s for a long distance journey. | I’ll still be using flix bus for my next trip and we also recommend it."
Flixbus UK,fast and good prize and right on time.,5,,2024-10-07T05:46:39.000Z,
Flixbus UK,Very affordable,5,,2024-10-07T03:22:28.000Z,"Very affordable, excellent customer service, they us my favourite brand of vehicles (Volvo), which are the safest in the automobile industry, WiFi, all round great service"
Flixbus UK,Bus journey from Faro to Lisbon,4,,2024-10-06T15:55:32.000Z,"The bus journey from Faro to Lisbon was smooth. The bus was clean, with departure and arrival on time and a very polite and professional driver. | The journey took about 3 hours thus would be nice a quick stop somewhere to stretch your legs. | Would recommend to anyone on a budget."
Flixbus UK,Bus ride was great,4,,2024-10-06T13:48:55.000Z,Bus ride was great. Lady in the ticket office quite rude and unhelpful | Otherwise fine
Flixbus UK,My name is Anvar,5,,2024-10-06T13:05:46.000Z,"My name is Anvar, I want to tell you about the case what happened to me 3 days ago, we were driving with my friend from Edinburgh to London from the Flix Bus company and how we got to London, I accidentally forgot my purse on the bus, and inside were all our documents, passports, driver's licenses and bank cards, all the important documents were inside, we were already in the city in the center of London and I realized that I lost my purse, they quickly began to write to Flix Bus about the problem, everywhere they wrote that we had a panic, no As in a foreign country and without documents, we went back to the Victoria bus station and told about the situation and promised us to help and solve our problem. Then we came home, we are stressed, we didn't eat anything and didn't sleep, and then a miracle happened, an employee of Flix Bus - Ciise Shuayb wrote to us on Facebook and said that he had found our purse and that we could come and pick it up at any time, for tomorrow we went and picked up our purse. I want to thank Ciise Shuayb for his help, for his kind soul, he is a very kind and sympathetic person."
Flixbus UK,You get what you pay for!,5,,2024-10-06T12:45:08.000Z,The buses were on time and drivers were good. They are the cheapest coaches in the country and do offer valuable services.
Flixbus UK,I liked the high level of service and…,5,,2024-10-06T12:44:22.000Z,I liked the high level of service and comfortable ride.
Flixbus UK,I would like to express my gratitude to…,5,,2024-10-06T12:39:57.000Z,"I would like to express my gratitude to Ciise Shuayb, and thank you very much for this situation because he helped me when I lost my luggage in bus from Edinburgh to London and thanks to the FlixBus company."
Flixbus UK,So far it was easy to book the ticket,5,,2024-10-06T12:37:26.000Z,So far it was easy to book the ticket
Flixbus UK,Price exploitation,1,,2024-10-06T12:24:57.000Z,Price exploitation - AVOID!!! | A trip between Bath and Bristol Airport costs £17 single or £23 return on AirDecker website. FlixBus charged BOTH these fares plus a service fee and rather than acknowledge an error and refund the £17 overcharge tell me that this IS the price through them!!! So total exploitation AVOID!!! Check directly with any carrier rather than pay through the teeth with FlixBus exploitative charges! Thus far no customer service representative has managed to check directly on the website that this is correct information - incompetence and avoidance!!!
Flixbus UK,Always a pleasure to book a journey…,5,,2024-10-06T12:12:57.000Z,"Always a pleasure to book a journey with the Flix Bus. Good prices, easy to navigate through the booking process & if you've booked a wrong journey, they will credit your money for another booking without hesitation. Buses are always immaculate & staff very helpful. Thank you x"
Flixbus UK,Hassle free,5,,2024-10-06T09:08:22.000Z,"Hassle free. The bus left and arrived right on time. Comfortable seats, clean bus, pleasant driver."
Flixbus UK,Good experience travel with u guysguys but…,3,,2024-10-06T06:32:19.000Z,Good experience travel with u guys but has a tourism and the language issues when ever they speak French let the them translate it to English too because like me as a tourist don't understand French but nice ride.
Flixbus UK,No more trains for me!,5,,2024-10-06T02:10:36.000Z,"Booked seats (last minute) when our train was cancelled and I needed to get home. Really impressed, very good price and easy to book specific seats online. Bus was clean and driver was friendly. Will definitely use again - no more trains for me."
Flixbus UK,"Electric bus, made in china!",1,,2024-10-06T01:21:11.000Z,
Flixbus UK,Booked a coach from Exeter to London,1,,2024-10-05T21:26:17.000Z,Booked a coach from Exeter to London. Waited 2 hours and it never turned up. No email or app notifications explaining where coach was. Kept calling to ask and they said they would email me to say where coach was but they never did. Around 25 people left stranded and we all just had to leave and go home. Appalling way to treat your customers.
Flixbus UK,Quick and easy cheapest around,5,,2024-10-05T21:08:05.000Z,Quick and easy cheapest around
Flixbus UK,Good value Friendly Driver.,5,,2024-10-05T16:34:40.000Z,Very good value service. Picked up on time and arrived on time. Reserved seat. Friendly and informative driver (advised on Resturant in Calgary (our destination).
Flixbus UK,Easy to book m & navigate,5,,2024-10-05T12:21:41.000Z,Easy to book. Easy website to navigate
Flixbus UK,A refund was agreed but they pay the…,1,,2024-10-05T11:21:23.000Z,A refund was agreed but they pay the refund from Germany so incurring bank charges in the UK which you have to pay. Lost £15
Flixbus UK,Good first experience,5,,2024-10-05T07:49:15.000Z,"Great legroom, nice that there was wifi and a dustbin, but the table was broken (for my friend). Staff helped us to unload luggage which was nice. Other than that, it was a comfortable ride that I did not expect and I would love to ride flixbus again!"
Flixbus UK,Good service,5,,2024-10-05T06:55:32.000Z,Good service | Helpful driver
Flixbus UK,NEVER USE FLIXBUS!!!!!!,1,,2024-10-04T18:35:08.000Z,"NEVER USE FLIXBUS!!!!!! | First of all the driver was rude checking the boarding pass. | Then the toilet was locked! | The 4 front seat were unavailable (no reason given). I was supposed to be in 2A. | I told ( Tried to tell) the driver the toilet was locked and he needed to undo it, as I really needed to use it. | He screamed at me (in I guess French) | Very threatening and smashed his phone against the dashboard. I shouted back saying I will have to go here at the steps as I can’t hold my bladder! | I went to the toilet steps to look for a bottle or something. | At this point he stopped the bus and came storming down the bus shouting, screaming (in French )and waving his hand very threatening and pocked me in the face and eye! | As I put my head down to protect myself and covered my face. | He did undo the toilet, but I felt so scared and intimidated that I got off the bus the first chance I had. | Luckily before we got on the boat to cross to France. |  | I would also like to know if I have any rights as I not only had to miss my friends 40th birthday, but feel he assaulted me!"
Flixbus UK,Such good value tickets,5,,2024-10-04T13:30:44.000Z,Such good value tickets - also gives additional choice for departure / arrival times. Buses on the outward and return legs were clean and on time. Driver really friendly. All round a great service.
Flixbus UK,Our trip,5,,2024-10-04T09:10:27.000Z,Really enjoyable trip and buses very comfortable and clean
Flixbus UK,Very well-known,5,,2024-10-04T07:58:17.000Z,Very well-known
Flixbus UK,Why am I flying again?,5,,2024-10-04T01:33:26.000Z,Ryanair delayed my flight and so I had to go to a different country than I planned! Luckily floxbus was easy to book a journey to the country u actually wanted to be in and cheaper. Makes me question why I bother with planes at all!
Flixbus UK,Ticket assistance,5,,2024-10-03T21:58:49.000Z,"Had a ticket, to travel to Glasgow. Explained that I was in a rush to get home as quickly as possible. Were able to get me home 3 hours earlier than initially planned. Massive thanks to Ciise and the drivers of the London Victoria to Glasgow bus!"
Flixbus UK,Super Flixbus !,5,,2024-10-03T20:26:10.000Z,"Flixbus was great, a great price, a friendly, professional driver and a very clean , new coach with wifi and sockets to charge your devices . Flixbus was also on time departing and arriving. Well done. I'll certainly use Flixbus again."
Flixbus UK,Third class service am book bus for…,1,,2024-10-03T19:41:04.000Z,Third class service am book bus for london to birmingham first in moring they cancel my booking than i reschedule the booking and in the time of return bus is delay 121 minute than am again reschedule my booking am am choose 4.50 timing at 15:00 date 3 oct an waiting again for bus but bus not come till 17.10 than i call to customer care than discuss the issue than care reply is that time is morning 4.50am but am reschedule the ticket at 15.00 than why show morning time for booking? Am request to customer care boy to refund my money than the care boy reply is its your fault why you book monring ticket but how is possible am reschedule ticket for past am totaly dispointed am never book the flix bus in my life and suggest to my friends also never book the flix because they are cheater
Flixbus UK,Does What It Says on the Tin,5,,2024-10-03T19:29:16.000Z,"Reasonably priced, easy to find and left on the dot. No complaints. |  | The drivers don't seem to like tourists much, but stay out of their way and they stay out of yours..."
Flixbus UK,Going to be left stranded at airport,1,,2024-10-03T11:03:11.000Z,Just had my second coach in row cancelled this one will leave me stranded at Heathrow airport at 1am with no possible way to get home. Not helping me to get a hotel for the night even though they are legally obliged to do so under Regulation No. 181/2011
Flixbus UK,Beautiful experience traveling with…,5,,2024-10-03T07:35:47.000Z,Beautiful experience traveling with FlixBus! Will do over and over again....
Flixbus UK,Getting bus home and paid extra to sit…,1,,2024-10-02T21:07:55.000Z,Getting bus home and paid extra to sit at the front with extra leg room and the driver is driving all the way down the motorway with his window down when I asked him to put it up because it is so cold and loud (it is October for goodness sake) he said he drives with the window down and I would have to move. There were no other seats on the bus except those sat next to someone else (I had booked the two seats at the front) without the additional leg space that I need. |  | I messaged FlixBus saying I want a refund because I paid extra for the seats I am sat in at the front and was forced to move. They initially refused but then gave me a partial refund. |  | Very unhappy with service and I had been a loyal FlixBus user but I won’t be using them anymore.
Flixbus UK,Cheaper than National express,5,,2024-10-02T08:24:07.000Z,"Coach on time clean, and good and pleasant driver. | Best part is it's cheaper than National Express."
Flixbus UK,The service and email communication…,4,,2024-10-02T07:38:02.000Z,The service and email communication from ordering my ticket were excellent. | The organisation of the bus terminal at Fisterra could be better. There were 2 buses travelling to Santiago and it wasn't clear to any of the very numerous people which one they should be going on. In fact several people had to remove their bags from one bus to the other when their tickets were checked
Flixbus UK,Flexi Bus from Cardiff to Bristol,1,,2024-10-02T05:52:59.000Z,"I recently took a Flexi Bus from Cardiff to Bristol Airport, and unfortunately, the journey left much to be desired. The biggest issue was the overwhelming, unpleasant smell inside the bus, which made for a very uncomfortable ride. Several passengers, myself included, voiced complaints about it, but nothing seemed to be done to fix the issue during the trip. |  | I would like to request a refund for my recent journey from Cardiff to Bristol Airport due to the uncomfortable conditions caused by the awful smell on the bus."
Flixbus UK,It was easy,5,,2024-10-01T21:28:53.000Z,"It was easy, quick and cheap"
Flixbus UK,Albufeira to Lisbon,5,,2024-10-01T18:32:05.000Z,"Our reservations were ready to arrange, bus trip was good. Our challenge was arranging two taxis to take us to the hotel. |  | Our other challenge has been to contact lost & found for some items we left in the bus."
Flixbus UK,Horrendous delay. Unreliable company.,1,,2024-10-01T17:22:49.000Z,Unacceptable masive delay almost made me lose my flight
Flixbus UK,Great Experience!!,5,,2024-10-01T15:34:24.000Z,"The bus was punctual, the driver was very helpful, and we arrived ahead of schedule – the most affordable option for travel between two major cities in Scotland"
Flixbus UK,Flixbus cancelled direct trip for a connecting trip,1,,2024-10-01T15:09:22.000Z,"I booked a direct bus from Manchester to Cambridge, primarily due to the low cost, but also due to the fast and direct connection. Two days before the travel took place, Flixbus rebooked me to a connection that took two hours more, with a stop in Birmingham. I had no say in this replacement connection, this was forced on me, I could not even choose another day without having to cancel my booked trip. This meant that I had two hours less in Manchester than initially planned, thus having to cut short my trip. On the travel day, the bus had a delay of more than an hour, and we almost missed the connecting bus in Birmingham, causing a lot of stress and unnecessary worry to me. This is unacceptable."
Flixbus UK,Excellent Service,5,,2024-10-01T12:54:48.000Z,"Excellent Service. | smooth journey. coach arrive at my destination ten mins. early, which made me really happy. Driver very caring and supportive. Comfortable seating and coach immaculate. Highly recommended."
Flixbus UK,Very fast travel time,5,,2024-10-01T08:50:50.000Z,
Flixbus UK,Great experience,5,,2024-10-01T08:14:36.000Z,Just had the most incredible driver called Peter. Honestly can't thank them enough for being so helpful. Such a kind hearted and amazing person. I will only be booking with flixbus from now on
Flixbus UK,Booking,5,,2024-09-30T21:39:33.000Z,Simple and quick
Flixbus UK,I had three journeys cancelled,1,,2024-09-30T19:51:03.000Z,"I had three journeys cancelled. First the outward journey the evening before. Then, while I was at the station on my way, the bus was again cancelled. I had to pay for a train ticket which I could not afford. THEN, my return trip was cancelled the evening before departure. I had had enough and I booked with National Express and had to pay out yet again. I am throughly disgusted with this company. I will never use them again. I will NEVER recommend them to friends or family."
Flixbus UK,Absolutely outstanding customer service,5,,2024-09-30T14:44:04.000Z,"Absolutely outstanding customer service. I need to travel from Cardiff to Paris and am a wheelchair user. I spoke to them and they said after I booked my ticket, they would send me one for my carer for free. They registered my wheelchair and let their traffic control department know they had a disabled traveller. Cannot rate them highly enough."
Flixbus UK,Comfortable service and very relaxed,5,,2024-09-30T13:31:05.000Z,Comfortable service and very relaxed. I usually use for football trip and it’s a good way to travel for the games.
Flixbus UK,Unwilling to accept fault,1,,2024-09-30T12:56:04.000Z,"Spoke to agent online, was told 'no/minimal difference to ticket price' if purchasing on bus as opposed to website. Cool I thought, was worried about missing bus as it's super early and local buses to station aren't reliable. Arrived early in the end, 1st in queue. As boarding began 10 mins before departure, was asked to step aside because I wanted to purchase ticket from driver, so he boarded everyone else first. Ten mins pass, departure time now passed. Proceeded to get charged double price, despite incorrect info from online agent, and also by driver who said if I'd bought it when he first saw me aka before departure time, I could have still bought it online for the cheaper price. Annoying, but figured customer service would see the issue. Nope. They said 'cannot help as contract between customer and company complete' because I took the bus that I needed to get to the airport to catch my flight. So essentially got lied to, charged double and ultimately screwed over. Will not recommend and will never use again because of this. Use Megabus or National Express instead."
Flixbus UK,we bought 4 tickets with reserved…,1,,2024-09-30T08:57:13.000Z,"we bought 4 tickets with reserved seats, but the driver was rude to us and said that any seat! we were shocked, we paid money for seats to sit together with our family | .The road is long and difficult, we were traveling from Paris to London. Terrible attitude of the driver towards passengers"
Flixbus UK,Comfortable,5,,2024-09-30T07:45:58.000Z,"Comfortable, convenient and punctual."
Flixbus UK,Very easy to book,5,,2024-09-30T00:52:55.000Z,Very easy to book
Flixbus UK,Totally unreliable. Avoid like the plague.,1,,2024-09-29T23:40:16.000Z,"Like others, received a cancellation and rebooking email at very short notice which would have left me stranded in central London all night (the original coach was due to depart at midnight, they rebooked me for 07:00 the next morning). Clearly they hadn’t sold enough seats so just cancelled. They don’t care, don’t try to help, just offer you a paltry refund. Alternatives very expensive as last minute but FlixBus has no proper UK-based support so unable and unwilling to assist. Don’t risk booking with this lot - totally unreliable."
Flixbus UK,Cheap and efficient,4,,2024-09-29T20:36:00.000Z,Cheap and efficient . Experienced drivers. One problem with a loo door that was blocked and driver unhappy to stop so a passenger with urgent need for the toilet had to argue to get off....
Flixbus UK,Comfort,5,,2024-09-29T19:31:12.000Z,Clean | Comfy | On time | Cheap |  | Will always use FlixBus
Flixbus UK,Cancelled bus,2,,2024-09-29T18:17:28.000Z,"We booked a return ticket from London to Bristol. Outbound journey from London on Thursdays evening was smooth and arrived Bristol on time. However, our return bus on Sunday got cancelled. No notification sent on the app. Only an email two hours before our journey was sent. When we realised, it was too late to book the next bus. Next two buses were fully booked. It cost us a lot to get another bus ticket from a different company. Our return was very stressful rushing around to get another company ticket. They are not reliable. If you are not in a hurry and want some cheap deals you can use."
Flixbus UK,Terrible experience,1,,2024-09-29T18:12:19.000Z,"Terrible experience, driver was not friendly at all and may I add smoking an open flame in the opening of the bus. Would not recommend at all and would go with another company."
Flixbus UK,Straight forward,5,,2024-09-29T15:19:49.000Z,Straight forward. | Prompt
Flixbus UK,Brilliant service very reasonable prices,5,,2024-09-29T13:33:50.000Z,Brilliant service very reasonable prices
Flixbus UK,Wrong bus location…,2,,2024-09-29T13:16:19.000Z,"Followed the instructions on the Flix bus app on where to go to find our upcoming bus at Venice Metre Station (travelling to Slovenia) and we were in the exact location it described, the correct bus stop number and was in front of a cafe that it said it would be. So we did everything right. As I’m tracking the live location of the bus, it looks as if it’s going a different route to what was planned and arrives on the OPPOSITE SIDE of the road. Keep in mind, that the street we had to run across was extremely busy and not so easy to cross in such a short moment. Thank goodness we were lucky and had the chance to run across the road without cars, because otherwise we would’ve missed our bus. This induced an awful lot of anxiety :/"
Flixbus UK,Easy to search,5,,2024-09-29T11:06:33.000Z,
Flixbus UK,Great Service,5,,2024-09-29T09:37:54.000Z,"Bus was on time, reached London on time and in fact 10 mins early when returned back to Leicester Fosse Park. Really convenient and also good for luggage. Driver was friendly. Highly recommend."
Flixbus UK,On time and hassle free,4,,2024-09-29T08:20:55.000Z,On time and hassle free
Flixbus UK,Very straightforward to book and great price,5,,2024-09-28T19:42:19.000Z,Very straightforward to book and understand the details of the booking. Great price too!
Flixbus UK,Very happy with everything,5,,2024-09-28T18:05:25.000Z,Very happy with everything
Flixbus UK,A pleasant journey,5,,2024-09-28T16:35:39.000Z,A pleasant journey Nottingham to London. Traffic out of their control of course but the driver was friendly and drove well. I did not use the on-board lavatory and cannot comment. Seat is fine considering price paid. Temperature and air circulation in the bus was reasonable. Good enough wi-fi for basic functions. Would use this service again
Flixbus UK,Wrong information on departure boards,3,,2024-09-28T16:20:24.000Z,"When I arrived at the departure station the information boards had the wrong information showing. They were showing that the bus time was either 6:10 or 9:10 although everyone waiting had a ticket stating that the bus was due to leave at 7:10. It got to 7:00 and the bus hadn't arrived and we started to think that we had missed our bus although we had all been there way before the time on our tickets. Another passenger tried to call the help desk and was immediately cut off. When a different flixbus turned up we asked the driver if he knew what time the bus was due and he said 9:10 which would have meant some people would miss their flights. When the bus did arrive at 7:20 it turned out that he'd had a puncture and had to change buses, but it would have been much more helpful if the times on the information board was correct in the first place."
Flixbus UK,Good service at all time,5,,2024-09-28T15:55:31.000Z,Good service at all time
Flixbus UK,Poor seating area,1,,2024-09-28T15:16:41.000Z,It was very uncomfortable to sit because there was a small place and the person who was sitting infront of me kept coming backwards and i couldn’t even move my legs that it was too uncomfortable.lastly i wasnt even in the right place that someone took my seat i already told them it was my seat but they didnt want give me because they had too many bags with them which they didnt even have space.Very bad experience that people cannot even sit in their given seat which i paid for £26 for whole trip.
Flixbus UK,Very poor service,1,,2024-09-28T09:57:43.000Z,The outward journey seat area had rubbish in it from previous occupant. Seats too small for two when a very large person sat next to me I was squashed for entire journey. | Return journey cancelled half way through day with no alternative service available & no explanation I was forced to buy a last minute ticket on another provider at a lot more cost. No where could I find an area in your website to complain. Although my original fare was returned promptly I am now £15 out of pocket.
Flixbus UK,Bus was on time both on arrival at…,4,,2024-09-28T08:34:18.000Z,Bus was on time both on arrival at Bristol and arrival at Swansea - the journey was comfortable (excellent driving) and I would have no hesitation in travelling with you again)
Flixbus UK,Great value for money and a fraction of…,5,,2024-09-27T20:49:02.000Z,"Great value for money and a fraction of the price of the train. I purchased extra luggage and two seats each way for comfort. Price was £67 in total as opposed to over £130 on the train. | So much easier too, no lugging your cases on and off trains when you have to change. The coach was comfy, loo was clean, driver kept to time. Overall excellent service and will definitely use again. Did return journey from Swansea to Gatwick , all the drivers were very pleasant, called out every stop clearly and often multiple times, very professional and remained calm even when passengers hadn’t listened and missed their stop! | Only thing that would have made it better would be a vending machine selling water and or snacks (6.5 hours is a long time on a coach if you haven’t had opportunity to get some in advance, e.g. flight lands late) | I highly recommend Flix Bus to anyone. Try it, you won’t be disappointed"
Flixbus UK,FlixBus made it easy to schedule and…,5,,2024-09-27T20:16:59.000Z,FlixBus made it easy to schedule and both buses we took were on time and safe drivers.
Flixbus UK,Timings were excellent,4,,2024-09-27T13:50:40.000Z,"Timings were excellent - the journey was a bit ‘around the houses’ but we still arrived early. A bit more verbal communication from the driver would be helpful as, for instance, the bus was stopped in Cardiff for around 15 minutes and folks around us were starting to wonder if there was a problem!!"
Flixbus UK,AWFUL,1,,2024-09-27T11:09:01.000Z,AWFUL. THEY CANCELLED THE LATE-NIGHT SERVICE AT THE VERY LAST MINUTE. IT WAS RAINING AND DARK. JUST IRRESPONSIBLE.
Flixbus UK,Travelled from Inverness to Glasgow,5,,2024-09-27T10:29:36.000Z,"Travelled from Inverness to Glasgow, and returned the same day. No issues with either trip."
Flixbus UK,good services.,5,,2024-09-27T09:32:28.000Z,
Flixbus UK,Bus on time,5,,2024-09-27T08:13:11.000Z,Bus on time. Nice driver.
Flixbus UK,Nice,5,,2024-09-27T07:59:43.000Z,"Good, comfortable bus, very clean, and professional and good drivers"
Flixbus UK,Trieste to Marco Polo airport,4,,2024-09-27T07:54:06.000Z,The bus was on time clean and comfortable. The terminal was about souless with nowhere really to wait
Flixbus UK,Luggage went missing from hold,2,,2024-09-27T07:19:55.000Z,"I left my luggage in the hold, as I always do when travelling on busses. However, when I went to collect it after my journey, it was gone. I reported to the driver who just shrugged his shoulders. Wold not give me evidence of theft and there was no Flix office to report to. Never using Flix again."
Flixbus UK,While going on the train was splendid…,4,,2024-09-27T06:17:14.000Z,While going on the train was splendid but coming back I arrived late. Overall It was a beautiful experience
Flixbus UK,Fast and smooth journey,5,,2024-09-27T01:55:47.000Z,Fast and smooth journey
Flixbus UK,It was very easy to use,5,,2024-09-27T01:11:01.000Z,It was very easy to use
Flixbus UK,Easy peasy,5,,2024-09-26T22:27:55.000Z,"Very easy to book it online, plain and simple"
Flixbus UK,Travelling solo in the UK,5,,2024-09-26T20:37:13.000Z,"Travelling solo in the UK. . . total journey times 6 hours 30 minutes. Both the outward and return journeys were exactly on-time. Drivers were helpful careful and courteous, despite irritatingly wet and windy driving conditions. Thanks."
Flixbus UK,Coach left in advance and i missed my ride. No refund from Flixbus for the extra cost i had to face for an alternative solution.,1,,2024-09-26T19:43:55.000Z,"The last time I used Flixbus was in Italy, the coach left 8 minutes in advance which made me miss the ride. I had to spend extra money and time for an alternative solution. Flixbus has never admitted their faults, despite the evidence I provided to them and the several emails i sent them. They only refunded the ticket cost, giving vague replies to my explanation requests, sometimes even contradicting themselves. Their customer care service is very poor and their attitude is very disappointing. Result: no service, extra cost and extra time spent by me - not happy."
Flixbus UK,Easy to use and book.,4,,2024-09-26T16:19:07.000Z,Easy to use and book.
Flixbus UK,Definitely recommend,5,,2024-09-26T16:15:55.000Z,Great service on time easy to find pick up comfortable bus
Flixbus UK,"Hopeless, unreliable and expensive",1,,2024-09-26T14:02:07.000Z,"I booked two Flix buses. The outward journey was 40-45 mins late, and the return journey was cancelled altogether and there were no other Flix buses leaving that day from that particular bus staition. Due to the late arrival, I had to pay for a taxi to get to my meeting and due to the cancellation, I had to buy an expensive on the day ticket from a different bus company to get home. Hopeless, unreliable and expensive, if you include the costs of fixing their failures. The Flix tickets costs less than £10, but to fix their failures cost more than £22, and many hours of my time. I would not use this company again."
Flixbus UK,Awful service. Avoid!,1,,2024-11-11T22:29:45.000Z,Awful service should something go wrong. Their control over ensuring nobody else takes your bag as you arrive at your destination is non-existent and should your bag disappear out of the hold don’t expect any support or compensation. Apparently it is your fault even if you have labelled your bag. Avoid at all cost!
Flixbus UK,My friend left her handbag on the bus…,5,,2024-09-26T08:32:36.000Z,My friend left her handbag on the bus which contained her passport IPhone and Euros - the driver went out of his way to make sure it was returned to her . If he hadn’t taken the actions he did we would have not been able to make our booked flights home. We were advised by customer services that we had to complete on line forms to register the bag had been left behind and it could take up to 14 days before we would hear anything. No office available to visit. Terrible service from Flixbus but Superb service from the driver
Flixbus UK,Top service from booking tickets to…,5,,2024-09-25T23:55:15.000Z,Top service from booking tickets to drivers coaches comfort and tracking journey
Flixbus UK,Really easy,5,,2024-09-25T17:35:20.000Z,Really easy
Flixbus UK,"Avoid avoid avoid, worst bus company",1,,2024-09-25T17:07:40.000Z,"Please do not book Flix bus if you need to get to somewhere like airport - they didn't show up at all and no other buses were available as it was 12:30am (this is not the only time it's happened!!!) 6 hours later they emailed to say the bus was cancelled which was super unhelpful as we already realised they weren't going to show. I will never be using Flix again no matter how cheap they are, I'd rather pay extra with National Express and at least know I'm not going to be stranded"
Flixbus UK,Good service,5,,2024-09-25T16:22:50.000Z,Good service
Flixbus UK,An affordable and efficient way of travelling.,5,,2024-09-25T16:18:47.000Z,"An efficient, affordable, and very clean bus that departed and arrived on time, with relatively comfortable seats and a very helpful driver. What more could you ask for when going on holiday?"
Flixbus UK,Extremely Disappointing Experience and Poor Customer Service,1,,2024-09-25T12:59:02.000Z,"I had an awful experience with Flixbus due to a booking error that was handled very poorly by the driver. Despite having a valid booking reference, I was refused access to the bus because of a name discrepancy. When I asked how to fix the issue, the driver was rude, short, and completely unhelpful. I tried to follow the instructions provided, but the system wouldn’t allow me to make the necessary changes. |  | To make things worse, this issue wasn’t flagged on the outbound journey, which used the same booking reference, giving me no chance to rectify it in advance."
Flixbus UK,Really good service,5,,2024-09-25T09:01:26.000Z,Really good service
Flixbus UK,Avoid,1,,2024-09-24T21:49:11.000Z,"Avoid, Avoid!! My early morning bus service from Newport to Bristol Airport was cancelled at short notice, text received 15 minutes before departure and we had already arrived via taxi to the bus pick up point, with luggage etc, no reason given!! it was at 12.10 am on a Sunday morning and we felt the only alternative option was to get a costly taxi to the airport to ensure we could make our flight."
Flixbus UK,The coach drivers made our experience…,5,,2024-09-24T18:52:39.000Z,The coach drivers made our experience positive and unforgettable same as the cleanliness of the bus and the comfy seats. Our drivers were very polite and helpful. The booking experience is hassle free. The app is a great tool because it keeps passengers updated. The bus wifi connection needs slight improvement and I'd be using p&o or dfds ferries. Thanks
Flixbus UK,Excellent service!,5,,2024-09-24T11:33:46.000Z,"Excellent service! Comfortable seats, good service and great value. Already booked our return journey with Flixbus."
Flixbus UK,GOOD,5,,2024-09-24T10:22:11.000Z,bus comes on time
Flixbus UK,Great except I couldn’t get Wi-Fi,5,,2024-09-24T09:44:36.000Z,Great except I couldn’t get Wi-Fi. Everything was perfect.
Flixbus UK,Everything was perfect except for the…,4,,2024-09-24T05:38:14.000Z,"Everything was perfect except for the wifi from Dubrovnik to split, unable to connect!"
Flixbus UK,Really good,5,,2024-09-23T16:12:59.000Z,Really good
Flixbus UK,So easy to use,5,,2024-09-23T12:49:39.000Z,
Flixbus UK,"On time, comfortable  seats, WiFi & the driver was helpful & friendly.",5,,2024-09-23T10:49:05.000Z,Excellent service. I will definatley be using the Flixbus in the future.
Flixbus UK,Efficient service,4,,2024-09-23T09:34:48.000Z,Reliable. Punctual. Pleasant Driver
Flixbus UK,Bus from Niagara Falls to Toronto…,5,,2024-09-23T09:18:24.000Z,Bus from Niagara Falls to Toronto airport. Plenty of room for suitcases. On time. Clean. Comfortable seats. | Good direct route.
Flixbus UK,comfortable seats and very kind driver,5,,2024-09-23T06:10:31.000Z,
Flixbus UK,Dont use this company,1,,2024-09-23T04:37:43.000Z,Dont use this company! The bus was 1.45 mins delayed and i had to book more tickets with another company to get me to the airport in time for my flight. Wouldnt refund me. disgraceful
Flixbus UK,The service is good,5,,2024-09-22T23:09:54.000Z,"The service is good. I have constantly use the service for my travel within Scotland. |  | It will be fantastic if you have a stop over in Stirling city center, not castle view park and ride. it is always difficult to get a bus coming to city center from park and ride especially when its late. Stirling do not have frequent bus going to city center, except P2 which usually close early."
Flixbus UK,If you have plane to catch choose different connection,2,,2024-09-22T20:41:32.000Z,My jurney has started that my trip had been changed I have choosen traveling time 2.15am to the airport in Warsaw-Chopin. Two days before departure. I get an email thst I will be travel st 3.20. At 22.09.24 the bus arrive at 3.50 to the bus stop. Drivers speak in one language - russian. We left my home time just after 4am. I had plane to catch at 7.15 the boarding have started. I catch my plane in last minute and thanks to the kindness of border controll members who allowe us went via VIP fast checking. Very stresfull trip.
Flixbus UK,Excellent trip,5,,2024-09-22T20:25:43.000Z,"The bus was on time, very comfortable pleasant journey with very polite driver"
Flixbus UK,Good price,5,,2024-09-22T19:47:24.000Z,Good price. Easy to book.
Flixbus UK,Awful - avoid!,1,,2024-09-22T18:05:03.000Z,"Horrendous experience with Flixbus - everything from a driver who was over an hour late to pick us up, to the bus driver trying to bribe passengers to pay him more money if they needed to stop off enroute and arriving into Dubrovnik over two and a half hours after the estimated time of arrival. The customer service from Flix is so poor when I made a complaint about this experience - avoid!"
